name,source,single_oof,agreement_vs_current,recall_GALAXY,recall_QSO,recall_STAR
private_cv_stable_submissions_optimized_realmlp_feature_bank_fast::private_cv_guarded_03_all_changed_rz_0_cand_margin_010,artifacts/private_cv_stable_submissions_optimized_realmlp_feature_bank_fast/private_cv_guarded_03_all_changed_rz_0_cand_margin_010_oof.npy,0.9703306336473391,0.996871898528961,0.9602998834375331,0.9776853930665939,0.9730066244378899
private_cv_stable_with_ovr_xgb_realmlp_fast::private_cv_guarded_03_all_changed_rz_0_cand_margin_010,artifacts/private_cv_stable_with_ovr_xgb_realmlp_fast/private_cv_guarded_03_all_changed_rz_0_cand_margin_010_oof.npy,0.9703306336473391,0.996871898528961,0.9602998834375331,0.9776853930665939,0.9730066244378899
private_cv_stable_submissions_optimized_realmlp_feature_bank_fast::private_cv_guarded_06_star_to_any_rz_0_cand_margin_010,artifacts/private_cv_stable_submissions_optimized_realmlp_feature_bank_fast/private_cv_guarded_06_star_to_any_rz_0_cand_margin_010_oof.npy,0.97032442571051,0.9968493817409634,0.9603210766133305,0.9776939296415492,0.9729582708766501
private_cv_stable_with_ovr_xgb_realmlp_fast::private_cv_guarded_06_star_to_any_rz_0_cand_margin_010,artifacts/private_cv_stable_with_ovr_xgb_realmlp_fast/private_cv_guarded_06_star_to_any_rz_0_cand_margin_010_oof.npy,0.97032442571051,0.9968493817409634,0.9603210766133305,0.9776939296415492,0.9729582708766501
private_cv_stable_with_catv3_fast::private_cv_base_bias_only,artifacts/private_cv_stable_with_catv3_fast/private_cv_base_bias_only_oof.npy,0.9703241827230015,0.9967991519831229,0.9611661544982516,0.9769085647456528,0.9728978289251003
private_cv_stable_with_classwise_blender_fast::private_cv_base_bias_only,artifacts/private_cv_stable_with_classwise_blender_fast/private_cv_base_bias_only_oof.npy,0.9703241827230015,0.9967991519831229,0.9611661544982516,0.9769085647456528,0.9728978289251003
private_cv_stable_submissions::private_cv_base_bias_only,artifacts/private_cv_stable_submissions/private_cv_base_bias_only_oof.npy,0.9703241827230015,0.9967991519831229,0.9611661544982516,0.9769085647456528,0.9728978289251003
private_cv_stable_submissions_realmlp_feature_bank_after_public::private_cv_base_bias_only,artifacts/private_cv_stable_submissions_realmlp_feature_bank_after_public/private_cv_base_bias_only_oof.npy,0.9703241827230015,0.9967991519831229,0.9611661544982516,0.9769085647456528,0.9728978289251003
private_cv_stable_with_foldsafe_te_fast::private_cv_base_bias_only,artifacts/private_cv_stable_with_foldsafe_te_fast/private_cv_base_bias_only_oof.npy,0.9703241827230015,0.9967991519831229,0.9611661544982516,0.9769085647456528,0.9728978289251003
private_cv_stable_submissions_optimized_realmlp_feature_bank_fast::private_cv_guarded_07_star_to_galaxy_rz_0_cand_margin_010,artifacts/private_cv_stable_submissions_optimized_realmlp_feature_bank_fast/private_cv_guarded_07_star_to_galaxy_rz_0_cand_margin_010_oof.npy,0.9703215801855248,0.9968476496803482,0.9603210766133305,0.9776853930665939,0.9729582708766501
