name,oof_balanced_accuracy,oof_delta_vs_base,selected_rows,test_selected_rows,feature_mask,transition_rule,challenger_conf_min,challenger_margin_min,base_conf_max,class_recalls,transition_counts,outcome_counts,meta_fold_mean_delta,meta_fold_min_delta,meta_fold_positive_rate
red_sequence_base_qso_to_star_c0_40_m0_00_b1_00,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.4,0.0,1.0,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_40_m0_20_b0_60,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.4,0.2,0.6,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_08_b0_70,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.08,0.7,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_08_b0_60,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.08,0.6,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_08_b0_50,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.08,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_10_b1_00,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.1,1.0,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_10_b0_90,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.1,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_10_b0_80,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.1,0.8,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_10_b0_70,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.1,0.7,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_10_b0_60,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.1,0.6,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_10_b0_50,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.1,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_12_b1_00,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.12,1.0,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_12_b0_90,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.12,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_12_b0_80,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.12,0.8,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_12_b0_70,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.12,0.7,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_12_b0_60,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.12,0.6,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_12_b0_50,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.12,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_15_b1_00,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.15,1.0,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_15_b0_90,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.15,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_15_b0_80,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.15,0.8,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_15_b0_70,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.15,0.7,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_08_b0_80,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.08,0.8,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_08_b0_90,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.08,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_08_b1_00,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.08,1.0,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_02_b0_90,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.02,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_40_m0_20_b0_50,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.4,0.2,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_00_b1_00,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.0,1.0,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_00_b0_90,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.0,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_00_b0_80,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.0,0.8,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_00_b0_70,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.0,0.7,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_00_b0_60,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.0,0.6,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_00_b0_50,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.0,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_02_b1_00,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.02,1.0,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_02_b0_80,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.02,0.8,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_05_b0_50,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.05,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_02_b0_70,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.02,0.7,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_02_b0_60,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.02,0.6,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_02_b0_50,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.02,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_05_b1_00,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.05,1.0,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_05_b0_90,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.05,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_05_b0_80,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.05,0.8,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_05_b0_70,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.05,0.7,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_05_b0_60,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.05,0.6,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_40_m0_00_b0_90,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.4,0.0,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_65_m0_12_b1_00,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.65,0.12,1.0,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_45_m0_15_b0_50,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.45,0.15,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_10_b0_70,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.1,0.7,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_20_b0_50,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.2,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_20_b0_60,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.2,0.6,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_20_b0_70,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.2,0.7,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_20_b0_80,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.2,0.8,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_20_b0_90,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.2,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_20_b1_00,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.2,1.0,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_15_b0_50,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.15,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_15_b0_60,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.15,0.6,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_15_b0_70,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.15,0.7,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_15_b0_80,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.15,0.8,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_15_b0_90,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.15,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_15_b1_00,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.15,1.0,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_12_b0_50,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.12,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_12_b0_60,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.12,0.6,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_12_b0_70,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.12,0.7,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_12_b0_80,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.12,0.8,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_12_b0_90,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.12,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_12_b1_00,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.12,1.0,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_10_b0_50,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.1,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_00_b1_00,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.0,1.0,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_00_b0_90,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.0,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_00_b0_80,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.0,0.8,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_05_b0_90,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.05,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_08_b0_70,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.08,0.7,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_08_b0_80,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.08,0.8,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_08_b0_90,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.08,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_08_b1_00,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.08,1.0,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_05_b0_50,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.05,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_05_b0_60,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.05,0.6,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_05_b0_70,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.05,0.7,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_05_b0_80,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.05,0.8,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_05_b1_00,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.05,1.0,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_00_b0_70,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.0,0.7,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_02_b0_50,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.02,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_02_b0_60,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.02,0.6,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_02_b0_70,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.02,0.7,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_02_b0_80,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.02,0.8,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_02_b0_90,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.02,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_02_b1_00,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.02,1.0,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_00_b0_50,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.0,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_75_m0_00_b0_60,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.75,0.0,0.6,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_10_b0_60,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.1,0.6,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_10_b0_80,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.1,0.8,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_65_m0_12_b0_90,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.65,0.12,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_10_b0_90,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.1,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_00_b0_80,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.0,0.8,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_00_b0_90,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.0,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_70_m0_00_b1_00,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.7,0.0,1.0,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_65_m0_20_b0_50,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.65,0.2,0.5,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_65_m0_20_b0_60,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.65,0.2,0.6,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_65_m0_20_b0_70,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.65,0.2,0.7,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_65_m0_20_b0_80,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.65,0.2,0.8,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
red_sequence_base_qso_to_star_c0_65_m0_20_b0_90,0.970532015328475,4.029463436694414e-06,1,0,red_sequence,base_qso_to_star,0.65,0.2,0.9,"{'GALAXY': 0.9601276888841793, 'QSO': 0.977301247193601, 'STAR': 0.9741671099076447}",{},{},,,
